word_count,num_links,spam_words,is_fraud
15,0,0,0
53,0,0,0
35,0,0,0
1,0,0,0
23,0,0,0
1,0,0,0
2,0,0,0
140,0,0,0
23,0,0,0
6,0,0,0
136,0,0,0
28,0,0,0
3,0,0,0
10,0,0,0
17,0,1,0
23,0,0,0
55,0,0,0
1,0,0,0
11,0,0,0
34,0,0,0
24,0,0,0
40,0,1,0
28,0,0,0
27,0,0,0
3,0,0,0
26,0,0,0
6,0,0,0
23,0,0,0
344,0,0,0
1,0,0,0
28,0,0,0
12,0,0,0
2,0,0,0
18,0,0,0
67,0,0,0
6,0,0,0
42,0,0,0
1,0,0,0
22,0,0,0
4,0,0,0
511,1,3,1
2,0,0,0
18,0,0,0
24,0,0,0
9,0,0,0
1,0,0,0
1,0,0,0
5,0,0,0
6,0,0,0
11,0,0,0
67,0,1,0
14,0,0,0
10,0,0,0
64,0,0,0
16,0,0,0
17,0,0,0
86,0,0,0
14,0,0,0
49,0,0,0
17,0,0,0
11,0,0,0
27,0,0,0
5,0,0,0
6,0,0,0
2,0,0,0
13,0,0,0
12,0,0,0
47,0,0,0
14,0,0,0
22,0,0,0
224,0,1,0
22,0,0,0
9,0,0,0
10,0,0,0
39,0,0,0
8,0,0,0
36,0,0,0
26,0,0,0
13,0,0,0
4,0,0,0
12,0,0,0
21,0,0,0
11,0,0,0
3,0,0,0
1269,0,2,0
36,0,0,0
8,0,0,0
26,0,0,0
13,0,0,0
180,0,1,0
27,0,0,0
13,0,0,0
1,0,0,0
1,0,0,0
13,0,0,0
35,0,1,0
8,0,0,0
12,0,0,0
18,0,0,0
3,0,0,0
4,0,0,0
1,0,0,0
2,0,0,0
87,0,0,0
14,0,0,0
140,0,1,0
14,0,0,0
40,0,0,0
227,0,1,0
19,0,0,0
37,0,0,0
63,0,0,0
27,0,0,0
131,0,0,0
21,0,0,0
54,0,1,0
1,0,0,0
308,0,0,0
25,0,0,0
1,1,0,0
11,0,0,0
18,0,0,0
37,0,0,0
55,0,1,0
28,0,0,0
4,0,0,0
71,0,0,0
15,0,0,0
36,0,0,0
75,0,0,0
98,0,0,0
4,0,0,0
1,0,0,0
14,0,0,0
32,0,0,0
31,0,0,0
14,0,0,0
89,0,0,0
1,0,0,0
19,0,0,0
5,0,0,0
40,0,0,0
14,0,0,0
15,0,0,0
42,0,0,0
1,0,0,0
3,0,0,0
9,0,0,0
202,0,1,0
53,0,0,0
15,0,0,0
1001,0,3,0
6,0,0,0
1,0,0,0
7,0,0,0
6,0,0,0
56,0,0,0
35,0,1,0
55,0,0,0
39,0,0,0
7,0,0,0
10,0,0,0
222,0,0,0
6,0,0,0
15,0,0,0
11,0,0,0
75,0,0,0
48,0,0,0
5,0,0,0
5,0,0,0
1,0,0,0
31,0,0,0
36,0,0,0
3,0,0,0
29,0,0,0
10,0,0,0
40,0,0,0
13,0,0,0
23,0,0,0
311,0,0,0
12,0,0,0
27,0,0,0
166,0,2,0
6,0,0,0
5,0,0,0
3,0,0,0
1,0,0,0
47,0,0,0
1,0,0,0
5,0,0,0
145,0,1,0
25,0,0,0
25,0,0,0
3,0,0,0
9,0,0,0
6,0,0,0
3,0,0,0
26,0,0,0
23,0,0,0
1,0,0,0
23,0,0,0
103,0,0,0
19,0,0,0
4,0,0,0
555,0,3,0
52,0,1,0
2,0,0,0
10,0,0,0
5,0,0,0
6,0,0,0
38,0,0,0
36,0,0,0
1,0,0,0
10,0,0,0
5,0,0,0
18,0,0,0
2,0,0,0
19,0,0,0
29,0,0,0
4,0,0,0
7,0,0,0
1,0,0,0
28,0,0,0
3759,2,16,0
32,0,0,0
19,0,0,0
4,0,0,0
7,0,0,0
56,0,0,0
1,0,0,0
4,0,0,0
21,0,0,0
66,0,0,0
13,0,0,0
60,0,1,0
18,0,0,0
24,0,0,0
9,0,0,0
47,0,0,0
189,0,0,0
2,0,0,0
18,0,0,0
17,0,0,0
229,0,0,0
33,0,0,0
11,0,0,0
1,0,0,0
6,0,0,0
1,0,0,0
1,0,0,0
847,1,0,0
1,0,0,0
49,0,0,0
2,0,0,0
19,0,0,0
31,0,0,0
1,1,0,0
15,0,0,0
4,0,0,0
8,0,0,0
4,0,0,0
12,0,0,0
21,0,0,0
19,0,0,0
44,0,0,0
1,0,0,0
4,0,0,0
14,0,0,0
4,0,0,0
16,0,0,0
54,0,0,0
13,0,0,0
20,0,0,0
16,0,0,0
79,0,0,0
4,0,0,0
10,0,0,0
1,0,0,0
1,0,0,0
12,0,0,0
1,0,0,0
29,0,0,0
18,0,0,0
14,0,0,0
3,0,0,0
34,0,0,0
19,0,0,0
15,0,0,0
128,0,0,0
15,0,0,0
38,0,0,0
4,0,0,0
13,0,0,0
9,0,0,0
5,0,0,0
16,0,0,0
18,0,0,0
9,0,0,0
18,0,0,0
1,0,0,0
34,0,0,0
13,0,0,0
44,0,1,0
1,0,0,0
17,0,0,0
481,0,0,0
17,0,0,0
5,0,0,0
27,0,0,0
204,0,1,0
60,0,0,0
21,0,0,0
5,0,0,0
14,0,0,0
5,0,0,0
4,0,0,0
27,0,0,0
27,0,0,0
12,0,0,0
13,0,0,0
6,0,0,0
5,0,0,0
4,0,0,0
4,0,0,0
20,0,0,0
5,0,0,0
20,0,0,0
262,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
21,0,0,0
15,0,0,0
7,0,0,0
30,0,0,0
8,0,0,0
44,0,0,0
81,0,0,0
23,0,0,0
16,0,0,0
28,0,0,0
7,0,0,0
50,0,0,0
5,0,0,0
36,0,0,0
889,0,1,0
203,0,1,0
2,0,0,0
43,0,0,0
29,0,0,0
41,0,0,0
1,0,0,0
10,0,0,0
5,0,0,0
1,0,0,0
78,0,0,0
3,0,0,0
1,0,0,0
12,0,0,0
94,0,1,0
4,0,0,0
4,0,0,0
2,0,0,0
68,0,0,0
18,0,0,0
7,0,0,0
16,0,0,0
17,0,0,0
4,0,0,0
169,0,1,0
25,0,0,0
9442,1,42,0
3,0,0,0
8,0,0,0
12,0,0,0
1,0,0,0
2,0,0,0
15,0,0,0
44,0,0,0
146,0,1,0
10,0,0,0
36,0,0,0
14,0,0,0
57,0,1,0
32,0,1,0
1,0,0,0
55,0,0,0
6,0,0,0
1,0,0,0
6,0,0,0
4,0,0,0
12,0,0,0
1,0,0,0
25,0,1,0
19,0,0,0
15,0,0,0
19,0,0,0
82,0,0,0
1,0,0,0
56,0,0,0
1,0,0,0
124,0,0,0
8,0,0,0
8,0,0,0
7,0,0,0
2,0,0,0
7,0,0,0
1,0,0,0
22,0,0,0
1,0,0,0
85,0,0,0
35,0,0,0
578,5,2,0
16,0,0,0
2,0,0,0
1,0,0,0
8,0,0,0
11,0,0,0
122,0,1,0
121,0,0,0
1,0,0,0
72,0,0,0
3,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
13,0,0,0
16,0,0,0
3,0,0,0
23,0,0,0
7,0,0,0
5,0,0,0
31,0,0,0
1,0,0,0
37,0,0,0
19,0,0,0
10,0,0,0
14,0,0,0
24,0,0,0
3,0,0,0
19,0,0,0
8,0,0,0
2,0,0,0
125,0,0,0
7,0,1,0
3,0,0,0
3,0,0,0
5,0,0,0
36,0,0,0
4,0,0,0
8,0,0,0
1,0,0,0
664,0,0,0
18,0,0,0
7,0,0,0
23,0,0,0
1,0,0,0
2,0,0,0
9,0,0,0
35,0,0,0
15,0,0,0
13,0,0,0
2,0,0,0
141,0,2,0
12,0,0,0
9,0,0,0
1,0,0,0
4,0,0,0
144,0,0,0
6,0,0,0
21,0,0,0
3,0,0,0
10,0,0,0
96,0,0,0
7,0,0,0
2,0,0,0
13,0,0,0
1,0,0,0
1,0,0,0
13,0,0,0
8,0,0,0
13,0,0,0
1,0,0,0
4,0,0,0
218,0,0,0
31,0,0,0
22,0,0,0
100,0,0,0
19,0,0,0
349,1,1,0
35,0,0,0
1,0,0,0
65,0,0,0
16,0,0,0
52,0,0,0
1,0,0,0
9,0,0,0
7,0,0,0
1,0,0,0
173,0,2,0
3,0,0,0
7,0,0,0
1,0,0,0
1,0,0,0
11,0,0,0
5,0,0,0
7,0,0,0
1,0,0,0
994,0,1,0
2,0,0,0
3,0,0,0
12,0,0,0
14,0,0,0
4,0,0,0
101,0,0,0
36,0,0,0
2,0,0,0
1,0,0,0
38,0,0,0
34,0,0,0
7,0,0,0
16,0,0,0
6,0,0,0
954,0,3,0
25,0,0,0
10,0,0,0
28,0,0,0
40,0,1,0
16,0,0,0
15,0,0,0
219,0,0,0
19,0,0,0
1,0,0,0
8,0,0,0
114,0,0,0
13,0,0,0
13,0,0,0
7,0,0,0
139,0,0,0
73,0,0,0
25,0,0,0
23,0,0,0
143,0,1,0
3,0,0,0
122,0,1,0
206,0,2,0
8,0,0,0
108,0,0,0
786,0,4,0
413,0,2,1
9,0,0,0
60,0,0,0
91,0,0,0
192,0,0,0
38,0,0,0
9,0,0,0
4,0,0,0
1,0,0,0
787,0,1,0
7,0,0,0
1,0,0,0
121,0,0,0
23,0,0,0
14,0,0,0
411,0,10,1
3,0,0,0
42,0,0,0
3,0,0,0
7,0,0,0
73,0,0,0
148,0,0,0
12,0,0,0
11,0,0,0
17,0,0,0
5,0,0,0
461,0,6,1
13,0,0,0
16,0,0,0
23,0,1,0
29,0,0,0
251,0,0,0
2,0,0,0
23,0,0,0
6,0,0,0
3,0,0,0
9,0,0,0
20,0,0,0
39,0,0,0
22,0,0,0
75,0,0,0
22,0,0,0
6,0,0,0
1,0,0,0
26,0,0,0
45,0,0,0
91,0,0,0
4,0,0,0
6,0,0,0
10,0,0,0
15,0,0,0
40,0,0,0
2,0,0,0
19,0,0,0
21,0,0,0
9,0,0,0
1,0,0,0
16,0,0,0
10,0,0,0
21,0,0,0
3,0,0,0
1,0,0,0
25,0,1,0
36,0,0,0
2,0,0,0
11,0,0,0
170,0,2,0
27,0,0,0
41,0,0,0
41,0,0,0
34,0,0,0
7,0,0,0
11,0,0,0
42,0,1,0
34,0,0,0
23,0,0,0
10,0,0,0
109,0,1,0
28,0,0,0
18,0,0,0
4,0,0,0
9,0,0,0
12,0,0,0
24,0,0,0
18,0,0,0
10,0,0,0
4,0,0,0
19,0,0,0
27,0,0,0
13,0,0,0
60,0,0,0
14,0,0,0
2,0,0,0
1,0,0,0
13,0,0,0
23,0,0,0
31,0,0,0
11,0,0,0
5,0,0,0
14,0,0,0
62,0,0,0
55,0,0,0
36,0,0,0
2,0,0,0
75,0,1,0
29,0,0,0
32,0,0,0
1,0,0,0
12,0,0,0
2,0,0,0
1,0,0,0
7,0,0,0
3,0,0,0
632,0,3,0
25,0,0,0
23,0,0,0
26,0,0,0
25,0,0,0
48,0,1,0
233,0,2,0
127,0,1,0
6,0,0,0
1,0,0,0
65,0,0,0
31,0,0,0
29,0,0,0
25,0,0,0
28,0,0,0
14,0,0,0
6,0,0,0
144,0,1,0
10,0,0,0
12,0,0,0
4,0,0,0
1,0,0,0
35,0,0,0
12,0,0,0
10,0,0,0
2160,0,13,0
7,0,0,0
2307,0,21,0
25,0,0,0
864,0,2,0
148,0,0,0
13,0,0,0
9,0,0,0
37,0,1,0
1,0,0,0
89,0,0,0
24,0,0,0
1,0,0,0
17,0,0,0
65,0,1,0
5,0,0,0
2,0,0,0
69,0,0,0
1,0,0,0
25,0,0,0
75,0,0,0
14,0,0,0
12,0,0,0
3,0,0,0
19,0,0,0
203,0,1,0
15,0,0,0
216,0,0,0
2,0,0,0
1,0,0,0
28,0,0,0
21,0,0,0
8,0,0,0
14,0,0,0
7,0,0,0
39,0,0,0
1,0,0,0
19,0,0,0
47,0,0,0
21,0,0,0
133,0,1,0
7,0,0,0
2,0,0,0
196,0,1,0
8,0,0,0
6,0,0,0
16,0,0,0
2,0,0,0
1,0,0,0
13,0,0,0
260,0,3,0
25,0,0,0
791,0,1,0
68,0,0,0
183,0,0,0
5,0,0,0
10,0,0,0
1,0,0,0
150,0,0,0
10,0,0,0
1,0,0,0
4,0,0,0
36,0,0,0
3,0,0,0
1075,1,0,0
2,0,0,0
22,0,0,0
67,0,1,0
12,0,0,0
6,0,0,0
6,0,0,0
1,0,0,0
11,0,0,0
66,0,0,0
14,0,0,0
166,0,0,0
28,0,0,0
3,0,0,0
1,0,0,0
37,0,0,0
13,0,0,0
6,0,0,0
92,0,2,0
8,0,0,0
831,0,0,0
44,0,0,0
22,0,0,0
37,0,0,0
19,0,0,0
6,0,0,0
13,0,0,0
221,0,0,0
7,0,0,0
23,0,0,0
2,0,0,0
27,0,0,0
1,0,0,0
5,0,0,0
35,0,0,0
8,0,0,0
1,0,0,0
5,0,0,0
28,0,0,0
11,0,0,0
336,0,1,0
57,0,0,0
2268,1,10,0
9,0,0,0
43,0,0,0
31,0,1,0
3,0,0,0
57,0,0,0
16,0,0,0
4,0,0,0
11,0,0,0
30,0,0,0
351,1,0,0
3,0,0,0
11,0,0,0
1,0,0,0
4,0,0,0
38,0,0,0
4,0,0,0
29,0,0,0
5,0,0,0
31,0,0,0
1,0,0,0
16,0,0,0
22,0,0,0
3,0,0,0
52,0,0,0
15,0,0,0
11,0,0,0
39,0,0,0
27,0,0,0
14,0,0,0
42,0,0,0
7,0,0,0
443,0,0,0
13,0,0,0
8,0,0,0
8,0,0,0
1,0,0,0
39,0,0,0
14,0,0,0
23,0,0,0
97,0,0,0
8,0,0,0
278,0,0,0
90,0,0,0
1,0,0,0
49,0,0,0
11,0,0,0
21,0,1,0
24,0,0,0
12,0,0,0
1,0,0,0
88,0,0,0
64,0,0,0
11,0,0,0
1,0,0,0
13,0,0,0
4,0,0,0
8,0,0,0
2,0,0,0
116,0,0,0
6,0,0,0
1,0,0,0
2,0,0,0
40,0,0,0
10,0,1,0
84,0,0,0
13,0,0,0
136,0,0,0
24,0,0,0
6,0,0,0
39,0,0,0
1,0,0,0
16,0,0,0
30,0,0,0
30,0,0,0
4,0,0,0
7,0,0,0
19,0,0,0
2,0,0,0
1,0,0,0
21,0,0,0
25,0,0,0
9,0,0,0
24,0,0,0
36,0,0,0
23,0,0,0
44,0,0,0
1,0,0,0
4,0,0,0
10,0,0,0
4,0,0,0
4,0,0,0
36,0,0,0
32,0,0,0
38,0,1,0
27,0,0,0
9,0,0,0
5,0,0,0
43,0,0,0
30,0,0,0
10,0,0,0
10,0,0,0
24,0,0,0
130,0,0,0
57,0,0,0
112,0,0,0
12,0,0,0
6,0,0,0
19,0,0,0
5,0,0,0
25,0,0,0
159,0,0,0
26,0,0,0
142,0,0,0
8,0,0,0
1,0,0,0
1,0,0,0
34,0,0,0
15,0,0,0
172,0,1,0
1,0,0,0
2,0,0,0
1,0,0,0
7,0,0,0
17,0,0,0
4,0,0,0
19,0,0,0
33,0,0,0
22,0,0,0
14,0,0,0
22,0,0,0
51,0,0,0
277,0,0,0
8,0,0,0
216,0,2,0
29,0,0,0
18,0,0,0
6,0,0,0
41,0,0,0
12,0,0,0
202,0,0,0
1,0,0,0
126,0,0,0
16,0,0,0
9,0,0,0
1,0,0,0
27,0,0,0
18,0,0,0
1,0,0,0
2,0,0,0
109,0,0,0
504,0,1,0
11,0,0,0
37,0,0,0
18,0,0,0
74,0,0,0
184,0,0,0
19,0,0,0
97,0,6,0
3,0,0,0
10,0,0,0
11,0,0,0
21,0,0,0
43,0,0,0
212,0,1,0
8,0,0,0
1,0,0,0
1,0,0,0
4,0,0,0
1,0,0,0
29,0,0,0
9,0,0,0
22,0,0,0
31,0,1,0
19,0,0,0
55,0,0,0
1,0,0,0
27,0,0,0
1,0,0,0
5,0,0,0
1,0,0,0
20,0,0,0
1301,0,7,0
5,0,0,0
6,0,0,0
55,0,0,0
32,0,2,0
96,0,1,0
38,0,0,0
26,0,0,0
1,0,0,0
4,0,0,0
22,0,0,0
4,0,0,0
155,0,0,0
32,0,0,0
9,0,0,0
221,0,0,0
1,0,0,0
1,0,0,0
16,0,0,0
21,0,0,0
9,0,0,0
24,0,0,0
7,0,0,0
23,0,0,0
29,0,0,0
1,0,0,0
2,0,0,0
46,0,0,0
10,0,0,0
39,0,0,0
16,0,0,0
165,0,1,0
1,0,0,0
34,0,0,0
1,0,0,0
19,0,0,0
12,0,0,0
23,0,0,0
14,0,0,0
7,0,0,0
16,0,0,0
17,0,0,0
8,0,0,0
13,0,0,0
10,0,0,0
11,0,0,0
21,0,0,0
23,0,0,0
12,0,1,0
5285,5,16,0
6,0,0,0
7,0,0,0
1,0,0,0
29,0,0,0
18,0,0,0
2044,0,6,0
8,0,0,0
10,0,0,0
7,0,0,0
1,0,0,0
2,0,0,0
18,0,0,0
412,0,7,0
845,0,2,0
12,0,0,0
9,0,0,0
1,0,0,0
1,0,0,0
39,0,0,0
46,0,1,0
80,0,0,0
12,0,0,0
2,0,0,0
8,0,0,0
28,0,0,0
42,0,0,0
107,0,1,0
109,0,1,0
95,0,2,0
10,0,0,0
3,0,0,0
12,0,0,0
86,0,1,0
921,0,2,0
17,0,0,0
507,0,2,0
26,0,0,0
55,0,0,0
34,0,0,0
7,0,0,0
22,0,1,0
1,0,0,0
3,0,0,0
1,0,0,0
54,0,0,0
1,0,0,0
14,0,0,0
36,0,0,0
4,0,0,0
11,0,0,0
21,0,0,0
24,0,0,0
23,0,0,0
1,0,0,0
1,0,0,0
15,0,0,0
63,0,0,0
5,0,0,0
2,0,0,0
94,0,0,0
11,0,0,0
33,0,0,0
542,0,0,0
11,0,0,0
8,0,0,0
16,0,0,0
13,0,0,0
15,0,0,0
76,0,0,0
18,0,0,0
21,0,0,0
11,0,0,0
53,0,0,0
697,0,2,0
14,0,0,0
5,0,0,0
7,0,0,0
1,0,0,0
902,0,0,0
14,0,0,0
263,0,3,1
4,0,1,0
4,0,0,0
1,0,0,0
13,0,0,0
14,0,0,0
23,0,1,0
41,0,0,0
6,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
819,1,2,0
12,0,0,0
18,0,0,0
27,0,0,0
6,0,0,0
46,0,0,0
25,0,0,0
31,0,0,0
9,0,1,0
6,0,0,0
1,0,0,0
9,0,0,0
51,0,0,0
3,0,0,0
19,0,0,0
2,0,0,0
1,0,0,0
10,0,0,0
1,0,0,0
21,0,0,0
2,0,0,0
1,0,0,0
777,1,5,0
100,0,0,0
36,0,0,0
18,0,0,0
4,0,0,0
10,0,0,0
1,0,0,0
10,0,0,0
23,0,0,0
26,0,0,0
9,0,0,0
3,0,0,0
35,0,0,0
14,0,0,0
1,0,0,0
10,0,0,0
11,0,0,0
620,0,3,0
3,0,0,0
5,0,0,0
73,0,0,0
6,0,0,0
1,0,0,0
1,0,0,0
3,0,0,0
5,0,0,0
3,0,0,0
77,0,0,0
1,0,0,0
36,0,0,0
276,0,2,0
26,0,0,0
24,0,0,0
10,0,0,0
9,0,0,0
79,0,0,0
3,0,0,0
15,0,0,0
216,0,0,0
11,0,0,0
33,0,0,0
21,0,0,0
14,0,0,0
18,0,0,0
1,0,0,0
88,0,0,0
33,0,0,0
18,0,0,0
19,0,0,0
29,0,0,0
17,0,0,0
43,0,0,0
1,0,0,0
8,0,0,0
1,0,0,0
22,0,0,0
658,0,3,0
1,0,0,0
22,0,0,0
11,0,0,0
16,0,0,0
2,0,0,0
1,0,0,0
2,0,0,0
2,0,0,0
6,0,0,0
1,0,0,0
50,0,0,0
1207,0,2,0
18,0,0,0
5,0,0,0
84,0,0,0
19,0,0,0
1,0,0,0
2,0,0,0
6,0,0,0
17,0,0,0
2,0,0,0
20,0,0,0
16,0,0,0
17,0,0,0
10,0,0,0
1,0,0,0
1,0,0,0
21,0,0,0
2,0,0,0
29,0,0,0
3,0,0,0
29,0,0,0
1,0,0,0
138,0,1,0
13,0,0,0
1,0,0,0
6,0,0,0
40,0,0,0
54,0,0,0
1,0,0,0
14,0,0,0
17,0,0,0
1,0,0,0
1,0,0,0
24,0,0,0
23,0,0,0
24,0,0,0
5,0,0,0
3,0,0,0
25,0,0,0
16,0,0,0
89,0,1,0
10,0,0,0
13,0,0,0
123,0,0,0
57,0,0,0
9,0,0,0
1,0,0,0
284,0,1,0
4,0,0,0
22,0,0,0
1,0,0,0
34,0,0,0
35,0,0,0
115,0,0,0
1,0,0,0
16,0,0,0
222,0,0,0
329,1,8,0
43,0,0,0
20,0,0,0
3,0,0,0
42,0,0,0
35,0,1,0
1,0,0,0
10,0,0,0
3,0,0,0
19,0,0,0
19,0,1,0
10,0,0,0
24,0,0,0
251,0,0,0
83,0,0,0
4,0,0,0
15,0,0,0
1,0,0,0
1,0,0,0
34,0,0,0
2,0,0,0
1084,0,3,0
35,0,0,0
15,0,0,0
475,0,1,0
11,0,0,0
55,0,0,0
32,0,0,0
255,0,0,0
194,0,1,0
13,0,0,0
577,1,1,0
32,0,0,0
21,0,0,0
3,0,0,0
1,0,0,0
15,0,1,0
2,0,0,0
159,0,1,0
94,0,0,0
1,0,0,0
33,0,0,0
1,0,0,0
5,0,0,0
224,0,0,0
14,0,0,0
8,0,0,0
6,0,0,0
1,0,0,0
213,0,1,0
1245,0,2,0
13,0,0,0
9,0,0,0
6,0,0,0
22,0,0,0
20,0,0,0
20,0,0,0
6,0,0,0
16,0,0,0
15,0,0,0
29,0,0,0
1,0,0,0
6,0,0,0
176,0,0,0
1,0,0,0
17,0,0,0
48,0,0,0
46,0,0,0
8,0,0,0
7,0,0,0
41,0,0,0
33,0,0,0
4,0,0,0
1,0,0,0
11,0,0,0
1,0,0,0
5,0,0,0
797,0,6,0
997,0,3,0
1,0,0,0
4,0,0,0
8,0,0,0
10,0,0,0
4,0,0,0
14,0,0,0
2,0,0,0
1,0,0,0
1,0,0,0
8,0,0,0
51,0,0,0
6,0,0,0
4,0,0,0
116,0,0,0
83,0,0,0
5,0,0,0
15,0,0,0
39,0,0,0
2,0,0,0
1,0,0,0
29,0,0,0
352,0,2,0
50,0,0,0
10,0,0,0
5,0,0,0
16,0,0,0
54,0,0,0
6,0,0,0
101,0,1,0
8,0,0,0
3,0,0,0
21,0,0,0
66,0,0,0
858,0,17,1
1,0,0,0
11,0,0,0
33,0,0,0
18,0,0,0
10,0,0,0
42,0,0,0
63,0,0,0
1,0,0,0
1,0,0,0
9,0,0,0
45,0,0,0
80,0,0,0
95,0,0,0
7,0,0,0
29,0,0,0
206,0,0,0
65,0,0,0
18,0,0,0
11,0,0,0
7,0,0,0
12,0,0,0
3,0,0,0
14,0,0,0
14,0,0,0
31,0,0,0
34,0,1,0
1,0,0,0
8,0,0,0
